,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
46,0.000707,https://api.spotify.com/v1/audio-analysis/0z5ZPs57J2KERwM1tBM2GF,0.365,248587,0.751,0z5ZPs57J2KERwM1tBM2GF,0.0,2,0.318,-5.429,1,0.304,79.119,4,https://api.spotify.com/v1/tracks/0z5ZPs57J2KERwM1tBM2GF,audio_features,spotify:track:0z5ZPs57J2KERwM1tBM2GF,0.604
47,0.00419,https://api.spotify.com/v1/audio-analysis/1WoOzgvz6CgH4pX6a1RKGp,0.748,213053,0.741,1WoOzgvz6CgH4pX6a1RKGp,0.0,6,0.147,-3.103,1,0.0531,128.077,4,https://api.spotify.com/v1/tracks/1WoOzgvz6CgH4pX6a1RKGp,audio_features,spotify:track:1WoOzgvz6CgH4pX6a1RKGp,0.537
48,0.00191,https://api.spotify.com/v1/audio-analysis/6BbINUfGabVyiNFJpQXn3x,0.718,173347,0.679,6BbINUfGabVyiNFJpQXn3x,0.0104,11,0.385,-5.899,0,0.0706,157.97,4,https://api.spotify.com/v1/tracks/6BbINUfGabVyiNFJpQXn3x,audio_features,spotify:track:6BbINUfGabVyiNFJpQXn3x,0.205
49,0.219,https://api.spotify.com/v1/audio-analysis/1UC8sfOp6HI0uMNp1qD0fm,0.829,161724,0.873,1UC8sfOp6HI0uMNp1qD0fm,0.0,10,0.384,-4.494,0,0.291,155.146,3,https://api.spotify.com/v1/tracks/1UC8sfOp6HI0uMNp1qD0fm,audio_features,spotify:track:1UC8sfOp6HI0uMNp1qD0fm,0.86
50,0.443,https://api.spotify.com/v1/audio-analysis/5yUGMdAMFgrhpSumVsheoK,0.895,215406,0.819,5yUGMdAMFgrhpSumVsheoK,0.0,1,0.333,-8.067,0,0.327,145.029,4,https://api.spotify.com/v1/tracks/5yUGMdAMFgrhpSumVsheoK,audio_features,spotify:track:5yUGMdAMFgrhpSumVsheoK,0.703
51,0.0193,https://api.spotify.com/v1/audio-analysis/3uxBQWeaJlcqMwBNVCJQs6,0.909,254198,0.619,3uxBQWeaJlcqMwBNVCJQs6,0.0,10,0.281,-7.879,0,0.332,144.947,4,https://api.spotify.com/v1/tracks/3uxBQWeaJlcqMwBNVCJQs6,audio_features,spotify:track:3uxBQWeaJlcqMwBNVCJQs6,0.516
52,0.0666,https://api.spotify.com/v1/audio-analysis/7ln4D9aZiC4jJH2mOF7677,0.928,141168,0.866,7ln4D9aZiC4jJH2mOF7677,0.0,11,0.33,-5.113,1,0.0769,140.004,4,https://api.spotify.com/v1/tracks/7ln4D9aZiC4jJH2mOF7677,audio_features,spotify:track:7ln4D9aZiC4jJH2mOF7677,0.674
53,0.0149,https://api.spotify.com/v1/audio-analysis/6idpLOxoVR07qifHuxE1c8,0.926,166034,0.551,6idpLOxoVR07qifHuxE1c8,0.0,1,0.0951,-7.806,1,0.585,130.091,4,https://api.spotify.com/v1/tracks/6idpLOxoVR07qifHuxE1c8,audio_features,spotify:track:6idpLOxoVR07qifHuxE1c8,0.168
54,0.136,https://api.spotify.com/v1/audio-analysis/6hs0rAuxad1UZ4uqAPFYos,0.736,238420,0.676,6hs0rAuxad1UZ4uqAPFYos,0.0,4,0.246,-5.976,1,0.446,145.099,4,https://api.spotify.com/v1/tracks/6hs0rAuxad1UZ4uqAPFYos,audio_features,spotify:track:6hs0rAuxad1UZ4uqAPFYos,0.681
55,0.0512,https://api.spotify.com/v1/audio-analysis/3eu88xo2spX290HGw6nj6z,0.902,150977,0.645,3eu88xo2spX290HGw6nj6z,2.91e-06,2,0.098,-7.743,1,0.413,140.165,4,https://api.spotify.com/v1/tracks/3eu88xo2spX290HGw6nj6z,audio_features,spotify:track:3eu88xo2spX290HGw6nj6z,0.315
56,0.0193,https://api.spotify.com/v1/audio-analysis/4nyPkoIKRNq4x0OU8m03Yr,0.949,209343,0.538,4nyPkoIKRNq4x0OU8m03Yr,0.0,7,0.316,-7.751,1,0.418,132.97,4,https://api.spotify.com/v1/tracks/4nyPkoIKRNq4x0OU8m03Yr,audio_features,spotify:track:4nyPkoIKRNq4x0OU8m03Yr,0.238
57,0.000391,https://api.spotify.com/v1/audio-analysis/4Lu0jVYDm8CXFOv959fQwa,0.844,208686,0.608,4Lu0jVYDm8CXFOv959fQwa,0.0,11,0.196,-4.301,1,0.234,138.052,4,https://api.spotify.com/v1/tracks/4Lu0jVYDm8CXFOv959fQwa,audio_features,spotify:track:4Lu0jVYDm8CXFOv959fQwa,0.296
58,0.0765,https://api.spotify.com/v1/audio-analysis/6KGM9gec15z4PBrAbbvO9G,0.939,133139,0.712,6KGM9gec15z4PBrAbbvO9G,0.0,11,0.265,-6.582,1,0.365,137.07,4,https://api.spotify.com/v1/tracks/6KGM9gec15z4PBrAbbvO9G,audio_features,spotify:track:6KGM9gec15z4PBrAbbvO9G,0.628
59,0.186,https://api.spotify.com/v1/audio-analysis/1JLkQri0WhpBHCv5vSYoEQ,0.912,176667,0.813,1JLkQri0WhpBHCv5vSYoEQ,0.0,2,0.0901,-6.617,1,0.453,144.156,4,https://api.spotify.com/v1/tracks/1JLkQri0WhpBHCv5vSYoEQ,audio_features,spotify:track:1JLkQri0WhpBHCv5vSYoEQ,0.469
60,0.0573,https://api.spotify.com/v1/audio-analysis/4okhECas0o1H2cEfSPQpJ0,0.778,204788,0.883,4okhECas0o1H2cEfSPQpJ0,0.000745,10,0.337,-8.691,0,0.202,140.061,4,https://api.spotify.com/v1/tracks/4okhECas0o1H2cEfSPQpJ0,audio_features,spotify:track:4okhECas0o1H2cEfSPQpJ0,0.751
61,0.155,https://api.spotify.com/v1/audio-analysis/6xnl3RHzCITlk1ynLrAvLd,0.838,238002,0.7,6xnl3RHzCITlk1ynLrAvLd,2.55e-06,1,0.107,-5.494,1,0.373,139.849,4,https://api.spotify.com/v1/tracks/6xnl3RHzCITlk1ynLrAvLd,audio_features,spotify:track:6xnl3RHzCITlk1ynLrAvLd,0.686
62,0.0144,https://api.spotify.com/v1/audio-analysis/1TQbBpD6ajeGcFsGQiLu09,0.836,281313,0.611,1TQbBpD6ajeGcFsGQiLu09,0.0,1,0.0898,-8.707,0,0.159,149.957,4,https://api.spotify.com/v1/tracks/1TQbBpD6ajeGcFsGQiLu09,audio_features,spotify:track:1TQbBpD6ajeGcFsGQiLu09,0.282
63,0.322,https://api.spotify.com/v1/audio-analysis/5kXioaxxQcd69PydTjWzOD,0.853,192573,0.815,5kXioaxxQcd69PydTjWzOD,3.35e-06,0,0.0737,-6.395,1,0.0562,95.983,4,https://api.spotify.com/v1/tracks/5kXioaxxQcd69PydTjWzOD,audio_features,spotify:track:5kXioaxxQcd69PydTjWzOD,0.737
64,0.0793,https://api.spotify.com/v1/audio-analysis/01KdLUbWrTXdviMq7bDhip,0.672,261213,0.711,01KdLUbWrTXdviMq7bDhip,0.0,1,0.76,-5.492,0,0.337,140.058,4,https://api.spotify.com/v1/tracks/01KdLUbWrTXdviMq7bDhip,audio_features,spotify:track:01KdLUbWrTXdviMq7bDhip,0.518
65,0.332,https://api.spotify.com/v1/audio-analysis/4E92bmgFiHxvy2SNjXjC3b,0.775,252040,0.621,4E92bmgFiHxvy2SNjXjC3b,0.0,1,0.122,-7.634,1,0.295,118.843,4,https://api.spotify.com/v1/tracks/4E92bmgFiHxvy2SNjXjC3b,audio_features,spotify:track:4E92bmgFiHxvy2SNjXjC3b,0.15
66,0.0541,https://api.spotify.com/v1/audio-analysis/0Fv5N0cHBsl4bzCbollCAS,0.789,142907,0.53,0Fv5N0cHBsl4bzCbollCAS,0.0,2,0.164,-6.2,1,0.293,75.515,4,https://api.spotify.com/v1/tracks/0Fv5N0cHBsl4bzCbollCAS,audio_features,spotify:track:0Fv5N0cHBsl4bzCbollCAS,0.367
67,0.2,https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL,0.681,208120,0.314,6mapJIPnQ23RTAevUoE0DL,9.82e-06,8,0.1,-9.319,1,0.0581,139.992,4,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL,audio_features,spotify:track:6mapJIPnQ23RTAevUoE0DL,0.166
68,0.0443,https://api.spotify.com/v1/audio-analysis/1pF3VcWYHeuVPflRwGBaWV,0.842,267627,0.609,1pF3VcWYHeuVPflRwGBaWV,0.0,11,0.106,-5.867,1,0.19,129.942,4,https://api.spotify.com/v1/tracks/1pF3VcWYHeuVPflRwGBaWV,audio_features,spotify:track:1pF3VcWYHeuVPflRwGBaWV,0.184
69,0.00414,https://api.spotify.com/v1/audio-analysis/6vFpwoagZKaQveINvGrbFK,0.852,215467,0.801,6vFpwoagZKaQveINvGrbFK,0.0,5,0.0925,-4.804,1,0.0448,132.07,4,https://api.spotify.com/v1/tracks/6vFpwoagZKaQveINvGrbFK,audio_features,spotify:track:6vFpwoagZKaQveINvGrbFK,0.261
70,0.00465,https://api.spotify.com/v1/audio-analysis/0eEvrc5S2BNnHdhUooBVdj,0.733,231736,0.82,0eEvrc5S2BNnHdhUooBVdj,0.00147,6,0.0687,-5.94,0,0.212,145.064,4,https://api.spotify.com/v1/tracks/0eEvrc5S2BNnHdhUooBVdj,audio_features,spotify:track:0eEvrc5S2BNnHdhUooBVdj,0.347
71,0.112,https://api.spotify.com/v1/audio-analysis/7s49Um7G06hq2rulrHPsIy,0.893,176855,0.646,7s49Um7G06hq2rulrHPsIy,0.0,11,0.104,-5.073,0,0.1,132.97,4,https://api.spotify.com/v1/tracks/7s49Um7G06hq2rulrHPsIy,audio_features,spotify:track:7s49Um7G06hq2rulrHPsIy,0.468
72,0.0265,https://api.spotify.com/v1/audio-analysis/20fAoPjfYltmd3K3bO7gbt,0.729,171333,0.672,20fAoPjfYltmd3K3bO7gbt,0.0,7,0.244,-6.749,1,0.282,159.903,4,https://api.spotify.com/v1/tracks/20fAoPjfYltmd3K3bO7gbt,audio_features,spotify:track:20fAoPjfYltmd3K3bO7gbt,0.595
73,0.248,https://api.spotify.com/v1/audio-analysis/6ZcXSrLEaubQcL5ypGBoGv,0.822,271047,0.5,6ZcXSrLEaubQcL5ypGBoGv,3.8e-05,2,0.595,-8.847,1,0.449,142.919,4,https://api.spotify.com/v1/tracks/6ZcXSrLEaubQcL5ypGBoGv,audio_features,spotify:track:6ZcXSrLEaubQcL5ypGBoGv,0.723
74,0.0719,https://api.spotify.com/v1/audio-analysis/4Ke7kgMwYp5rmzkEA6IHEk,0.806,201038,0.702,4Ke7kgMwYp5rmzkEA6IHEk,0.0,9,0.36,-7.66,1,0.045,147.063,4,https://api.spotify.com/v1/tracks/4Ke7kgMwYp5rmzkEA6IHEk,audio_features,spotify:track:4Ke7kgMwYp5rmzkEA6IHEk,0.632
75,0.12,https://api.spotify.com/v1/audio-analysis/1G5XJTpRp9vckSIKlOf9ba,0.772,174420,0.67,1G5XJTpRp9vckSIKlOf9ba,6.33e-05,11,0.396,-6.351,0,0.272,156.065,4,https://api.spotify.com/v1/tracks/1G5XJTpRp9vckSIKlOf9ba,audio_features,spotify:track:1G5XJTpRp9vckSIKlOf9ba,0.521
76,0.0511,https://api.spotify.com/v1/audio-analysis/7jut3DJ4sg1uyWZEwjZaJc,0.842,176588,0.635,7jut3DJ4sg1uyWZEwjZaJc,0.0,1,0.193,-7.437,0,0.216,75.998,4,https://api.spotify.com/v1/tracks/7jut3DJ4sg1uyWZEwjZaJc,audio_features,spotify:track:7jut3DJ4sg1uyWZEwjZaJc,0.545
77,0.151,https://api.spotify.com/v1/audio-analysis/1Rl40PsX4mh9xVOeGHq86B,0.679,205333,0.662,1Rl40PsX4mh9xVOeGHq86B,0.0,7,0.376,-5.861,1,0.0773,90.054,4,https://api.spotify.com/v1/tracks/1Rl40PsX4mh9xVOeGHq86B,audio_features,spotify:track:1Rl40PsX4mh9xVOeGHq86B,0.365
78,0.00746,https://api.spotify.com/v1/audio-analysis/6LqdZsGwCQFu87ahMAzEOn,0.554,206667,0.99,6LqdZsGwCQFu87ahMAzEOn,0.967,8,0.222,-0.926,0,0.179,143.966,4,https://api.spotify.com/v1/tracks/6LqdZsGwCQFu87ahMAzEOn,audio_features,spotify:track:6LqdZsGwCQFu87ahMAzEOn,0.507
79,0.373,https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO,0.835,258880,0.413,6fwdbPMwP1zVStm8FybmkO,0.00133,1,0.101,-9.81,1,0.396,149.004,4,https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO,audio_features,spotify:track:6fwdbPMwP1zVStm8FybmkO,0.111
80,0.238,https://api.spotify.com/v1/audio-analysis/1iEW4lIeD5IuGDo9zP9lHW,0.528,199301,0.678,1iEW4lIeD5IuGDo9zP9lHW,5.28e-06,6,0.105,-7.062,0,0.0952,78.87,4,https://api.spotify.com/v1/tracks/1iEW4lIeD5IuGDo9zP9lHW,audio_features,spotify:track:1iEW4lIeD5IuGDo9zP9lHW,0.249
81,0.024,https://api.spotify.com/v1/audio-analysis/3ROfLScNbTGtKdjEzbx74b,0.842,199880,0.754,3ROfLScNbTGtKdjEzbx74b,0.0,8,0.37,-5.542,1,0.0841,141.017,4,https://api.spotify.com/v1/tracks/3ROfLScNbTGtKdjEzbx74b,audio_features,spotify:track:3ROfLScNbTGtKdjEzbx74b,0.585
82,0.00612,https://api.spotify.com/v1/audio-analysis/1KZ0Xo6Mmeprp1Sw5xCHYz,0.729,275720,0.838,1KZ0Xo6Mmeprp1Sw5xCHYz,0.0,8,0.0721,-4.476,0,0.313,136.869,4,https://api.spotify.com/v1/tracks/1KZ0Xo6Mmeprp1Sw5xCHYz,audio_features,spotify:track:1KZ0Xo6Mmeprp1Sw5xCHYz,0.349
83,0.00025,https://api.spotify.com/v1/audio-analysis/6m8uAsdrrL4dgsdYBqlRss,0.524,160133,0.712,6m8uAsdrrL4dgsdYBqlRss,0.0,11,0.192,-7.488,1,0.409,120.022,4,https://api.spotify.com/v1/tracks/6m8uAsdrrL4dgsdYBqlRss,audio_features,spotify:track:6m8uAsdrrL4dgsdYBqlRss,0.43
84,0.341,https://api.spotify.com/v1/audio-analysis/73V6cuFASuzoYUrCFnD07J,0.745,193227,0.543,73V6cuFASuzoYUrCFnD07J,0.0,4,0.175,-9.019,1,0.358,120.1,4,https://api.spotify.com/v1/tracks/73V6cuFASuzoYUrCFnD07J,audio_features,spotify:track:73V6cuFASuzoYUrCFnD07J,0.417
85,0.0454,https://api.spotify.com/v1/audio-analysis/3sz2fvkHUhBip8r9i8HqeV,0.545,203613,0.601,3sz2fvkHUhBip8r9i8HqeV,0.0,1,0.164,-7.85,0,0.298,95.848,4,https://api.spotify.com/v1/tracks/3sz2fvkHUhBip8r9i8HqeV,audio_features,spotify:track:3sz2fvkHUhBip8r9i8HqeV,0.346
86,0.067,https://api.spotify.com/v1/audio-analysis/59oP06RoBps6bvbvSQ1Zee,0.905,278520,0.575,59oP06RoBps6bvbvSQ1Zee,2.22e-05,1,0.0602,-8.64,1,0.0881,115.031,4,https://api.spotify.com/v1/tracks/59oP06RoBps6bvbvSQ1Zee,audio_features,spotify:track:59oP06RoBps6bvbvSQ1Zee,0.365
87,0.0343,https://api.spotify.com/v1/audio-analysis/6UjfByV1lDLW0SOVQA4NAi,0.872,189230,0.389,6UjfByV1lDLW0SOVQA4NAi,0.000679,1,0.0941,-8.343,1,0.0634,131.012,4,https://api.spotify.com/v1/tracks/6UjfByV1lDLW0SOVQA4NAi,audio_features,spotify:track:6UjfByV1lDLW0SOVQA4NAi,0.156
88,0.00454,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,0.638,185947,0.523,6HZILIRieu8S0iqY8kIKhj,0.0,1,0.0842,-6.664,1,0.357,139.913,4,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,audio_features,spotify:track:6HZILIRieu8S0iqY8kIKhj,0.422
89,0.000282,https://api.spotify.com/v1/audio-analysis/7KXjTSCq5nL1LoYtL7XAwS,0.908,177000,0.621,7KXjTSCq5nL1LoYtL7XAwS,5.39e-05,1,0.0958,-6.638,0,0.102,150.011,4,https://api.spotify.com/v1/tracks/7KXjTSCq5nL1LoYtL7XAwS,audio_features,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,0.421
90,0.247,https://api.spotify.com/v1/audio-analysis/2eX7g5yCcKHk7xHJhBydYY,0.729,348493,0.614,2eX7g5yCcKHk7xHJhBydYY,0.0,1,0.184,-5.178,0,0.285,130.086,4,https://api.spotify.com/v1/tracks/2eX7g5yCcKHk7xHJhBydYY,audio_features,spotify:track:2eX7g5yCcKHk7xHJhBydYY,0.447
91,0.0613,https://api.spotify.com/v1/audio-analysis/6F5l8YIPrsmFlYFiWGyvn9,0.716,233253,0.452,6F5l8YIPrsmFlYFiWGyvn9,0.0,10,0.0964,-7.217,0,0.201,96.122,5,https://api.spotify.com/v1/tracks/6F5l8YIPrsmFlYFiWGyvn9,audio_features,spotify:track:6F5l8YIPrsmFlYFiWGyvn9,0.27
92,0.101,https://api.spotify.com/v1/audio-analysis/7l0u38sWDqqk6TySNOZtO3,0.681,204699,0.925,7l0u38sWDqqk6TySNOZtO3,1.7e-05,8,0.343,-5.436,1,0.209,135.953,4,https://api.spotify.com/v1/tracks/7l0u38sWDqqk6TySNOZtO3,audio_features,spotify:track:7l0u38sWDqqk6TySNOZtO3,0.646
93,0.281,https://api.spotify.com/v1/audio-analysis/0FUNbmt2zPrwrjyfzvoxdS,0.918,290499,0.607,0FUNbmt2zPrwrjyfzvoxdS,0.0,9,0.0843,-4.887,1,0.257,118.006,4,https://api.spotify.com/v1/tracks/0FUNbmt2zPrwrjyfzvoxdS,audio_features,spotify:track:0FUNbmt2zPrwrjyfzvoxdS,0.45
94,0.0468,https://api.spotify.com/v1/audio-analysis/0rZ3xYyjHM9B1IBD9ixZ08,0.715,204054,0.763,0rZ3xYyjHM9B1IBD9ixZ08,0.0,11,0.103,-6.329,0,0.24,133.987,4,https://api.spotify.com/v1/tracks/0rZ3xYyjHM9B1IBD9ixZ08,audio_features,spotify:track:0rZ3xYyjHM9B1IBD9ixZ08,0.395
0,0.261,https://api.spotify.com/v1/audio-analysis/2Nz6aF1umHh5Et6I5H581L,0.547,172867,0.82,2Nz6aF1umHh5Et6I5H581L,0.0,8,0.3,-6.728,1,0.0805,118.208,4,https://api.spotify.com/v1/tracks/2Nz6aF1umHh5Et6I5H581L,audio_features,spotify:track:2Nz6aF1umHh5Et6I5H581L,0.933
1,0.0834,https://api.spotify.com/v1/audio-analysis/2ouURa1AIXp3AvkS52Jry5,0.833,219867,0.679,2ouURa1AIXp3AvkS52Jry5,0.00258,8,0.0769,-4.496,1,0.0365,109.916,4,https://api.spotify.com/v1/tracks/2ouURa1AIXp3AvkS52Jry5,audio_features,spotify:track:2ouURa1AIXp3AvkS52Jry5,0.975
2,0.148,https://api.spotify.com/v1/audio-analysis/7uX49tIvr8UYAw8Eii5c6G,0.381,231859,0.525,7uX49tIvr8UYAw8Eii5c6G,1.36e-05,7,0.311,-7.974,1,0.044,180.174,4,https://api.spotify.com/v1/tracks/7uX49tIvr8UYAw8Eii5c6G,audio_features,spotify:track:7uX49tIvr8UYAw8Eii5c6G,0.319
3,3.42e-05,https://api.spotify.com/v1/audio-analysis/6iB9qC4jYW2O2WBaOeXVdS,0.221,202400,0.874,6iB9qC4jYW2O2WBaOeXVdS,0.000272,6,0.359,-4.412,1,0.0493,191.001,4,https://api.spotify.com/v1/tracks/6iB9qC4jYW2O2WBaOeXVdS,audio_features,spotify:track:6iB9qC4jYW2O2WBaOeXVdS,0.552
4,0.194,https://api.spotify.com/v1/audio-analysis/6HTJZ0TQJVMSKkUGzAOe2h,0.805,321649,0.858,6HTJZ0TQJVMSKkUGzAOe2h,7.89e-06,0,0.256,-3.067,1,0.105,97.033,4,https://api.spotify.com/v1/tracks/6HTJZ0TQJVMSKkUGzAOe2h,audio_features,spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,0.523
5,0.137,https://api.spotify.com/v1/audio-analysis/1VWRcdvlTztNh2FHwKujUG,0.517,210673,0.715,1VWRcdvlTztNh2FHwKujUG,0.0216,5,0.149,-9.345,0,0.282,130.069,4,https://api.spotify.com/v1/tracks/1VWRcdvlTztNh2FHwKujUG,audio_features,spotify:track:1VWRcdvlTztNh2FHwKujUG,0.596
6,0.637,https://api.spotify.com/v1/audio-analysis/0IF0vGwaJQ8ZCh0QxhW6OV,0.678,233000,0.899,0IF0vGwaJQ8ZCh0QxhW6OV,0.0,10,0.347,-2.937,1,0.048,124.944,4,https://api.spotify.com/v1/tracks/0IF0vGwaJQ8ZCh0QxhW6OV,audio_features,spotify:track:0IF0vGwaJQ8ZCh0QxhW6OV,0.757
7,0.532,https://api.spotify.com/v1/audio-analysis/5fcWsUs0Au4IxrhWMFQAj3,0.539,193947,0.668,5fcWsUs0Au4IxrhWMFQAj3,0.0,3,0.11,-6.625,1,0.0523,81.96,4,https://api.spotify.com/v1/tracks/5fcWsUs0Au4IxrhWMFQAj3,audio_features,spotify:track:5fcWsUs0Au4IxrhWMFQAj3,0.328
8,0.0696,https://api.spotify.com/v1/audio-analysis/773mzt4GHA1ogZvCZWWeGu,0.643,189453,0.891,773mzt4GHA1ogZvCZWWeGu,0.0,6,0.317,-4.147,0,0.0592,91.998,4,https://api.spotify.com/v1/tracks/773mzt4GHA1ogZvCZWWeGu,audio_features,spotify:track:773mzt4GHA1ogZvCZWWeGu,0.909
9,0.000797,https://api.spotify.com/v1/audio-analysis/3RRRDZig4RNJhVGfwwOOFZ,0.48,222053,0.826,3RRRDZig4RNJhVGfwwOOFZ,1.01e-06,0,0.125,-4.602,1,0.0397,96.0,4,https://api.spotify.com/v1/tracks/3RRRDZig4RNJhVGfwwOOFZ,audio_features,spotify:track:3RRRDZig4RNJhVGfwwOOFZ,0.687
10,0.203,https://api.spotify.com/v1/audio-analysis/16PJadRYY8rskHeGRODw3N,0.524,228320,0.88,16PJadRYY8rskHeGRODw3N,8.09e-06,1,0.13,-3.764,1,0.0389,103.994,3,https://api.spotify.com/v1/tracks/16PJadRYY8rskHeGRODw3N,audio_features,spotify:track:16PJadRYY8rskHeGRODw3N,0.595
11,0.0398,https://api.spotify.com/v1/audio-analysis/2Wc2tcQl7cPetPKeXH3GD3,0.592,186213,0.802,2Wc2tcQl7cPetPKeXH3GD3,0.000288,1,0.14,-3.171,0,0.0357,122.876,4,https://api.spotify.com/v1/tracks/2Wc2tcQl7cPetPKeXH3GD3,audio_features,spotify:track:2Wc2tcQl7cPetPKeXH3GD3,0.56
12,0.00467,https://api.spotify.com/v1/audio-analysis/4Fkr6zTAxsXbG9kG8ISqos,0.921,249400,0.66,4Fkr6zTAxsXbG9kG8ISqos,0.00133,9,0.141,-16.414,0,0.581,135.715,4,https://api.spotify.com/v1/tracks/4Fkr6zTAxsXbG9kG8ISqos,audio_features,spotify:track:4Fkr6zTAxsXbG9kG8ISqos,0.381
13,0.168,https://api.spotify.com/v1/audio-analysis/4aWn4NHlELpOehxsBaQeoe,0.66,263040,0.816,4aWn4NHlELpOehxsBaQeoe,0.0181,2,0.0608,-6.61,1,0.0299,111.346,4,https://api.spotify.com/v1/tracks/4aWn4NHlELpOehxsBaQeoe,audio_features,spotify:track:4aWn4NHlELpOehxsBaQeoe,0.678
14,0.12,https://api.spotify.com/v1/audio-analysis/5DFPN9cKcLvUbtUhy7LHJe,0.718,152400,0.75,5DFPN9cKcLvUbtUhy7LHJe,4.38e-06,9,0.137,-5.368,1,0.0315,124.967,4,https://api.spotify.com/v1/tracks/5DFPN9cKcLvUbtUhy7LHJe,audio_features,spotify:track:5DFPN9cKcLvUbtUhy7LHJe,0.524
15,0.868,https://api.spotify.com/v1/audio-analysis/5XzmZjXhMjDHr7ZfJ6DELQ,0.579,188238,0.268,5XzmZjXhMjDHr7ZfJ6DELQ,0.0,2,0.12,-5.65,1,0.0442,205.903,4,https://api.spotify.com/v1/tracks/5XzmZjXhMjDHr7ZfJ6DELQ,audio_features,spotify:track:5XzmZjXhMjDHr7ZfJ6DELQ,0.321
16,0.313,https://api.spotify.com/v1/audio-analysis/5li3FHS5s9V3l4xWsUcmQa,0.756,183493,0.624,5li3FHS5s9V3l4xWsUcmQa,0.31,8,0.0983,-6.623,1,0.0384,109.53,4,https://api.spotify.com/v1/tracks/5li3FHS5s9V3l4xWsUcmQa,audio_features,spotify:track:5li3FHS5s9V3l4xWsUcmQa,0.789
17,0.0687,https://api.spotify.com/v1/audio-analysis/0j6YwWZVHsIFKr5FDEu68o,0.566,223120,0.712,0j6YwWZVHsIFKr5FDEu68o,1.3e-05,6,0.124,-4.201,1,0.0334,82.193,4,https://api.spotify.com/v1/tracks/0j6YwWZVHsIFKr5FDEu68o,audio_features,spotify:track:0j6YwWZVHsIFKr5FDEu68o,0.753
18,0.0145,https://api.spotify.com/v1/audio-analysis/0Fx3R5YWHVpDEtO9z7MI16,0.859,245682,0.671,0Fx3R5YWHVpDEtO9z7MI16,6.62e-06,2,0.0846,-6.104,0,0.0383,93.061,4,https://api.spotify.com/v1/tracks/0Fx3R5YWHVpDEtO9z7MI16,audio_features,spotify:track:0Fx3R5YWHVpDEtO9z7MI16,0.662
19,0.841,https://api.spotify.com/v1/audio-analysis/0AGJssldcBSmCYT3zhXEVl,0.446,210027,0.655,0AGJssldcBSmCYT3zhXEVl,0.374,2,0.103,-8.408,1,0.0434,92.136,4,https://api.spotify.com/v1/tracks/0AGJssldcBSmCYT3zhXEVl,audio_features,spotify:track:0AGJssldcBSmCYT3zhXEVl,0.148
20,0.247,https://api.spotify.com/v1/audio-analysis/3zHq9ouUJQFQRf3cm1rRLu,0.262,252534,0.606,3zHq9ouUJQFQRf3cm1rRLu,0.0,8,0.125,-6.646,1,0.0484,189.857,4,https://api.spotify.com/v1/tracks/3zHq9ouUJQFQRf3cm1rRLu,audio_features,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,0.275
21,0.0274,https://api.spotify.com/v1/audio-analysis/4lcpWCMFXNhvqNIQhB6yDv,0.832,283760,0.756,4lcpWCMFXNhvqNIQhB6yDv,1.39e-06,0,0.206,-5.332,1,0.0515,110.034,4,https://api.spotify.com/v1/tracks/4lcpWCMFXNhvqNIQhB6yDv,audio_features,spotify:track:4lcpWCMFXNhvqNIQhB6yDv,0.282
22,0.00407,https://api.spotify.com/v1/audio-analysis/33QCNK7RkiNBfIgMSgTeMD,0.506,179920,0.723,33QCNK7RkiNBfIgMSgTeMD,0.000184,1,0.422,-5.447,0,0.0798,135.034,4,https://api.spotify.com/v1/tracks/33QCNK7RkiNBfIgMSgTeMD,audio_features,spotify:track:33QCNK7RkiNBfIgMSgTeMD,0.503
23,0.331,https://api.spotify.com/v1/audio-analysis/16qYlQ6koFxYVbiJbGHblz,0.889,301133,0.393,16qYlQ6koFxYVbiJbGHblz,8.67e-06,4,0.283,-10.821,0,0.267,128.065,4,https://api.spotify.com/v1/tracks/16qYlQ6koFxYVbiJbGHblz,audio_features,spotify:track:16qYlQ6koFxYVbiJbGHblz,0.304
24,0.04,https://api.spotify.com/v1/audio-analysis/5Iy2Jj87Ha0C0IBlNE1I4y,0.59,278480,0.724,5Iy2Jj87Ha0C0IBlNE1I4y,4.07e-05,0,0.142,-3.278,1,0.0439,127.059,4,https://api.spotify.com/v1/tracks/5Iy2Jj87Ha0C0IBlNE1I4y,audio_features,spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,0.526
